case_id,summary,status,time_to_solve,lat,lon,date_reported,location_desc
05667f9c-f654-417e-aff1-26dca60c57d8,"Finish media election carry team.",Open,79,59.1203255,54.870655,2024-09-12,Danielfort
05888b20-39d0-4ea3-a805-779f20369873,"Season between phone organization good decide.",Closed,54,-70.446287,-82.525581,2024-09-26,Sosaville
05923091-60e6-41a4-8687-7f88b9d6eab7,"Learn mind road could recent.","Under Investigation",57,44.818628,-105.399995,2024-05-27,"Port Johnny"
05aa2048-0f3e-420b-bb43-2040016278b6,"Left first night cover by officer.","Under Investigation",10,72.769738,165.117618,2024-12-10,"New Christopherport"
066ffd71-acd4-4077-adea-746e38a0b545,"Top political water first.","Under Investigation",10,-74.425407,-61.072489,2024-05-23,"North Jessicaton"
06b5a31c-1b18-4b1c-afa2-7377e319b56d,"Book will through charge lead appear firm.","Under Investigation",64,-84.830624,-114.813068,2024-11-13,"East Brittany"
07b92801-494c-498e-bca4-f4fcf01229f5,"Sure value audience shake enough pick.",Closed,86,6.0925615,-63.765115,2024-10-16,Martinton
07c34f76-6db0-4029-875b-bfd4af6820e8,"Give for point film special lose interview.",Closed,14,83.420297,-77.930756,2024-09-12,"South Jeffrey"
07e7c041-6ab8-4baa-bc40-cff8dafd767b,"Spring third truth it more help method.",Open,59,9.418394,85.406815,2025-04-29,"South Melissa"
081724e8-a488-444b-8b4b-2d2db2ad20e3,"Those politics share save thank thank decade.",Closed,19,-64.0053665,-153.59428,2025-03-14,Williamsonbury
0863f710-2adf-4da7-a6fe-812e46edc753,"Relate six policy read prevent.",Open,1,-22.7765075,-69.20214,2024-10-20,Clarkbury
0893159c-52b8-44ee-8cf9-1f67efa255af,"Report appear quality.",Open,74,-26.695992,-113.112729,2024-08-08,"North Kathleen"
099bd0e0-db23-4299-be48-7aa54a83ed4c,"Easy daughter mind bill.","Under Investigation",72,40.719229,35.738898,2024-10-24,"New Coleburgh"
09e9cc29-280b-4221-b26a-ed5dd1d0e8c0,"Second test science two building himself.","Under Investigation",34,-52.9901485,44.021124,2024-05-31,"East Tammyborough"
0a12b59d-4312-416c-8ee2-36dfdcc29098,"Operation miss heart organization two pretty party.","Under Investigation",1,45.238307,-36.148791,2025-04-14,Paulbury
0a2a2a4b-7ecf-4e1a-97df-5006289be561,"Option window picture history method.",Open,11,-20.692802,129.37117,2024-08-04,"East David"
0a7cc8ae-5553-481f-8695-817e20cf5210,"View purpose for second compare risk wind.",Closed,4,64.674678,-53.076121,2025-01-31,"Port John"
0a924440-f35e-4d91-9b3e-afc049c0e8b5,"Remain certainly method family name away say.","Under Investigation",53,-9.105162,-174.036711,2025-01-14,"North Sarahmouth"
0ac5aea6-b842-4fa9-b247-5ae50d2e998f,"As effort leg.",Closed,19,9.2318625,-144.572625,2024-09-09,"East James"
0acc7f00-ce76-4d0a-b6bc-fa84f3a847b9,"Truth medical so PM dog mother.",Open,28,78.6103255,80.431487,2025-05-14,Oconnorland
0aeabef1-0c85-4e14-b527-dd1a5153d49e,"Attorney west artist article nothing church.",Closed,25,71.6851955,9.207999,2024-09-27,"South Thomas"
0af7afae-7f88-49b2-b2f2-fe0b97a8d44c,"Case catch owner still.","Under Investigation",6,-68.31867,-120.923301,2024-06-08,"Lake Daniel"
0b0b4eb5-6b9a-4c87-87db-646420902c16,"Cup learn remain good.","Under Investigation",65,-78.8839535,22.907643,2024-05-30,"Lake Janice"
0b3e0c84-2d90-4988-98ca-ead7ceb034d3,"Outside tell class reflect main song pull.",Open,62,51.3033375,158.090401,2024-06-22,Kathyshire
0b4876bc-3721-4c97-91d0-99b85e00f95b,"Top include gun popular value.",Open,51,64.586277,118.012187,2024-11-28,"North Spencer"
0bebeba4-cbb5-4a91-8076-c2e3420fc5a2,"Candidate run guess store.","Under Investigation",89,-67.0028015,-169.687599,2024-08-28,"West Rebeccaland"
0bfa719d-aed6-4e76-996c-8428073b7a95,"Sort read future whatever.","Under Investigation",25,-61.1911895,-166.266973,2024-07-12,Littleton
0c89e899-d40c-4c64-a2f1-e94bd0f060f8,"Three particularly data.","Under Investigation",50,-85.2122625,70.424715,2024-11-13,"South Robertmouth"
0c924e73-7a6f-4cca-9adf-d7d982ef0760,"Computer beat know leg boy that.","Under Investigation",69,46.8238455,-173.951268,2024-08-19,Thompsonfort
0d084e40-55dd-4afb-9b27-0f0a08fbb908,"Model difficult wide technology shoulder.",Closed,23,37.418674,-46.080513,2025-01-16,Hollyberg
0d5fefcf-b094-4972-8fcd-8ccc623acb29,"Quickly official close require study.","Under Investigation",82,14.826945,52.126748,2025-03-26,"Lake Kimberlyshire"
0d6c5aa7-bc65-46a1-a9a4-fa9abf64736b,"Government anyone behavior risk on sign ball.",Open,6,3.5096775,-168.943621,2024-12-29,"Port Brianland"
0dc2fe97-7992-4b4b-8ac3-411b4b15d8b0,"Member court turn develop black name at.",Closed,76,-42.7550425,157.244548,2024-10-24,Alvarezview
0e7eacd3-60bc-451b-bad5-d51fbc3ccdd7,"Property walk investment build their.","Under Investigation",25,-13.86238,-91.770196,2025-03-25,"New Aarontown"
0eb0a701-64b2-41a4-8001-e3d445cab2ec,"Forget officer like never executive hard.",Open,15,76.567258,-100.560188,2024-10-27,Sethhaven
0ed6c2df-3539-4093-b204-e17913c69eda,"Peace series opportunity mother home debate director.",Open,13,-39.785925,14.41089,2024-11-13,"East Coreymouth"
0f0d5f9b-f075-4f81-85cf-444186940dd2,"Site section environment continue perhaps subject person turn.","Under Investigation",59,14.489967,-147.534563,2024-07-13,"New Robertside"
0f162d93-5e7b-4f96-960f-8564da9d9278,"Eat possible prevent science general cover water usually.",Open,8,21.108422,-98.783615,2025-01-22,"West Lauren"
0f6d6b1e-d213-4c40-9390-2e3fed71f998,"Thus also health maybe herself loss.","Under Investigation",28,19.947842,-77.073157,2024-12-31,"South Jason"
0f7f4a34-afe1-475d-99ba-5bd3ae9e511d,"Which office education.","Under Investigation",46,4.300491,-150.912555,2024-08-04,"East Katelynburgh"
0fdd6e82-e40a-44bd-b9ef-713e90145b99,"Officer TV resource early.",Open,71,-79.1900745,64.493323,2024-12-19,"North Brittanybury"
0ff96d84-b6cd-4ed7-b254-4d82d596ce1e,"Skill blood treat peace prove model right.",Closed,30,-27.370288,114.236772,2025-05-01,Barbaraville
10065709-7ef9-4e06-94d6-d5e853828321,"Too information generation able half approach it shake.",Open,59,-19.394494,-65.917778,2024-12-20,Jamesview
100d5182-7182-4318-9c8c-762bbd023fa4,"Ability usually modern media movement difficult walk view.","Under Investigation",65,-67.4369655,-39.770277,2025-03-29,Pattonside
101be2f3-71b6-473e-af34-6240371a92b2,"Middle entire action person many treat.","Under Investigation",84,5.3441605,-136.350589,2025-04-29,Morganview
1079a872-1c4e-43af-95dd-69adf0d35844,"Purpose end employee town join executive.","Under Investigation",54,-30.8692115,62.354264,2025-02-17,"North Matthewhaven"
108071ca-18ba-4f24-8e54-264a3b3dcf2f,"Tell pay evening impact couple house.",Closed,53,77.0705325,153.867526,2024-08-08,"Lake Katherineshire"
108b4e39-95da-4427-bf33-9e5890e8c449,"Take few data either.",Closed,35,0.883203,-0.008155,2024-09-27,Erikafort
10b1238b-9bbf-4819-99be-4acc9393f0ba,"Serve money hour mean option claim director.",Closed,16,-68.3881175,-133.649766,2024-11-05,Clarkborough
10b7da90-a727-4960-bda3-91821817844c,"Field special manage sign generation TV couple win.",Open,51,4.9079265,-60.606627,2025-04-26,Bradfordchester
111da8ad-11a7-4a2e-a5bf-fe79f1da67d2,"Alone site forget tax.",Closed,53,32.6988315,134.547887,2024-06-19,Rosstown
111f0746-d287-4c6c-aec5-62fea2bb7981,"Major reason message whose financial.",Closed,62,-54.0354835,-166.862997,2024-06-11,Jonesbury
11752746-91f6-44a0-97c6-f3e76ed98d26,"Likely behind thing sort.","Under Investigation",18,19.9022465,-85.067417,2025-03-25,Mitchellmouth
118ba7d2-16f0-4b86-b732-43596f2afe9b,"Let heart often some few.","Under Investigation",87,-74.5709305,-169.533876,2025-04-16,"North Pamelabury"
11c1054d-3c47-4298-9c67-44fa0841fb8d,"Conference add free lot Congress image may.","Under Investigation",57,52.918879,-74.319035,2024-08-05,"Port Natashafort"
11eea8ac-5b39-4f9f-92dd-59d9239a7ce3,"Evening exist church boy image.",Closed,76,46.4475205,-178.179065,2024-12-20,"East Heather"
11fd06a0-4f7c-42e8-babc-78a72c18dbea,"Music all purpose list network.",Closed,15,-65.8006135,172.234924,2024-07-02,"Port Aprilport"
1251499c-f070-477c-a76e-7f0875fe6999,"Say itself yeah more Mr.",Open,6,61.080516,-26.279386,2025-02-05,Anthonyland
138ba0cd-3d75-417d-a44d-7a77ed9f754d,"Husband suggest cell admit require result this.",Closed,2,53.886128,7.69336,2024-09-19,"Lake Maureenfurt"
13aceca1-8d47-454b-8539-9ae3795a86eb,"Citizen seek type nor now word structure.","Under Investigation",77,50.2073175,-100.151435,2025-02-15,"South Juliemouth"
1448c45e-337d-48ae-9484-11096ca8a14f,"Many its build include.",Open,89,-5.77723,-157.848707,2024-12-07,"West Donald"
1484feef-90f3-4dd7-be70-c71429ed7225,"Various direction must mean ever back him.","Under Investigation",18,-64.782253,27.807579,2025-03-26,Pittsshire
14bd5422-8151-40f9-9752-09fcbe30a83c,"Administration avoid chair this national result.",Closed,54,-68.8405405,98.037306,2025-04-18,"New Nicholasstad"
14d46045-9e38-49ca-b241-43069656f900,"Outside culture wind.","Under Investigation",14,-75.6349775,-162.897221,2024-07-09,Barrettville
14e83feb-8d6b-4b74-9de7-64d18cd106a2,"Expert western another chance.",Open,85,-36.400067,-29.151611,2025-04-04,"West Susan"
15066d6e-5f1c-4452-bb04-923c71204e28,"Call although tend catch how sound religious.",Closed,80,-34.010379,-115.704581,2025-05-19,Odomville
1533f820-54bd-474a-bda2-4ea01b0a7362,"Story glass work.",Open,78,21.191192,-71.12224,2025-05-20,Hamiltonbury
153b37fa-62ac-4228-81fd-0a8ff1fe9568,"Once hair store.",Closed,53,0.81696,175.126829,2024-11-27,"North Susanville"
1581c700-4b7f-4118-8908-2b470311dbd7,"Actually crime side say.",Closed,11,-73.102156,44.758837,2024-09-12,Mariashire
159032f7-9e1c-447f-ae46-57fa40e49497,"Computer policy create research threat.","Under Investigation",40,-69.922218,78.795158,2024-12-30,Paultown
160e0c81-3cef-4890-b658-c5ed4a70a9bf,"Note forget speech.",Closed,19,86.4497285,-65.415951,2025-02-07,Hessstad
162561d6-4aa9-4b8d-9aa1-74fb665ad1a8,"Science develop understand citizen human could week.","Under Investigation",89,73.0491575,165.132273,2024-06-01,"Port Shirleyfurt"
167564d4-4249-478b-a67c-7209a4702f27,"Claim space development ago can.",Closed,86,-16.7400275,64.201615,2024-08-08,Elizabethmouth
16ac8ece-37b0-43df-b2ed-64670d15f7d4,"Western account single enough although side spend.",Open,90,-3.6358145,78.377621,2025-01-17,Adrianland
16db8012-97e1-45bb-894a-3598e465a008,"Certainly relate others.",Open,32,26.488969,-82.13568,2024-11-14,Masseyfurt
172fae7e-03fc-41ac-975e-1e760ca8e78c,"Political throw professor.",Closed,76,-51.500074,139.217791,2025-05-08,"North Stephen"
1740f7e2-f749-42f6-9c2f-8fb6723b6b0b,"Personal window simple when parent when focus.","Under Investigation",49,-69.1224405,-10.274199,2025-03-26,Patelside
1784b4f5-b136-4f23-8dfb-8cc162c41679,"Century person practice.","Under Investigation",75,41.2055255,3.262917,2025-02-22,"New Katherineview"
1795e3c9-ad77-4324-b746-70c4774d1c8b,"Activity everything light recent.",Closed,11,-45.3920425,10.641541,2024-08-19,Davidsonmouth
181c145d-c1a4-4937-8d62-a6b2d8c821b0,"Environmental for whether throw goal election opportunity.",Open,71,-32.6946675,-51.614974,2024-08-04,Jillbury
186ac9ac-71bc-4714-95bf-86b6e9977bd7,"Explain not west past.",Closed,84,-65.981744,134.158356,2025-02-15,Colleenbury
19053da6-a226-4001-bcf3-42da88be1dca,"Star parent born.","Under Investigation",77,-14.3489525,141.015778,2024-11-07,"West Michael"
19236cde-fcba-4429-95f2-85be6539f1c3,"Nearly surface team financial produce want fund.","Under Investigation",36,5.289358,8.464136,2024-10-28,"West Tiffanyfort"
1966b44f-9ab1-43ab-9d7c-114ae44a7d8d,"Keep season full job middle benefit.",Closed,82,-75.2452945,-157.319974,2024-06-14,"Port Edwinfort"
19976c64-688d-42e7-8054-3f692098655b,"Game if capital about.",Closed,79,-35.1635215,-172.415142,2024-11-25,"New Veronica"
199ab8f5-35f4-4754-a927-06166f0cbf57,"Score other look go Republican.",Open,80,-49.9118995,-176.46518,2025-03-20,Josephshire
19e5ef39-bc85-4cf3-82a8-de2de80481df,"Recently material low.",Closed,3,18.118004,39.881935,2025-01-08,"South Stanleyton"
1a2c11d1-2c7d-4f33-8d65-60f5a504c181,"Area value else happen down mean.",Closed,69,-8.4977035,-99.952452,2025-02-19,"North Robertton"
1a2fae36-f6bc-4b05-a49c-5c6c04149a4c,"Kid factor grow would east nothing protect.",Closed,80,-60.050948,-153.216016,2024-10-25,Erikaport
1b1ecda8-32b1-46a9-9b65-2294acdf110a,"Individual weight leader unit eye top product.","Under Investigation",47,-21.618267,103.564861,2025-03-05,Michelleshire
1baa62e1-4d54-4856-b25b-c69299e12073,"Street certain wonder seem.",Open,13,13.432774,-98.738326,2025-01-02,"New Samantha"
1bbafbeb-3d97-44d6-a25d-07875e3f649f,"Idea action minute agent choose.","Under Investigation",1,84.785654,167.365982,2024-07-13,"North Andrew"
1c4915a8-164d-49cb-ae21-aefa3344689d,"Enter after represent.",Open,1,79.209928,-167.379747,2025-03-27,"Lake Jenniferchester"
1cf1a938-cf02-4fec-b173-4565f5f4bf21,"Health opportunity wind then.",Open,66,59.736695,156.869509,2025-02-02,Fuentesburgh
1d16e470-491d-4376-8a56-3c685ef9766e,"Option size actually suddenly.",Open,63,1.1655815,-90.780634,2024-12-20,Anthonyport
1d22c864-6104-4a05-aede-5e216a6f26b9,"Up something once control.","Under Investigation",30,64.5421035,-39.702819,2025-02-07,Gallegoston
1d892924-c08a-4a08-80cf-0e28d9d19c39,"Past expect design out wife along.",Closed,45,-88.1925905,85.887651,2024-10-19,"South Matthew"
1da4b3fc-5619-4c60-a60d-c765be7768a7,"Factor move themselves investment.",Open,30,-5.8296385,165.950453,2024-06-24,Smithside
1dc27cf3-d068-45e8-8f8c-9fe2cfae7f91,"Most provide property be firm thought assume.","Under Investigation",86,88.0077165,31.448124,2025-05-16,"Port Michelle"
1e161289-78c5-4486-9cb9-17fde0e163ca,"White perform current western.",Closed,49,32.2541345,95.365076,2024-08-16,Aguirreland
1e8fd620-84b4-48a2-93c6-822d3fe01ecc,"Improve few like party person sometimes.",Open,32,-68.1494095,158.711315,2024-08-22,"West Julia"
1e92c7b0-8dc3-43e7-9c7e-f70f6390c1c0,"Walk relate easy go voice.",Closed,83,-4.442329,-88.302253,2025-01-21,Smithmouth
1ed076b8-149a-43dd-b023-f5a3d1d808c8,"Base provide keep reach public political.",Open,71,89.3782565,64.20903,2025-04-08,"West Yolandamouth"
1f422d41-38a8-487a-8f1e-36c0da1f7d54,"I onto week know only newspaper.",Closed,73,22.1369585,124.03984,2025-01-10,Patrickburgh
1f8e627c-52ce-43df-89ec-651f5911383e,"Put pull tax turn today fall.",Open,65,3.422844,106.210189,2025-02-26,"Port Jessica"
1f9c2b2d-eb5e-4858-9440-3cf4ff70531f,"Newspaper international while watch often feel.","Under Investigation",87,-61.6640955,-131.52459,2025-02-11,"East Kathy"
1fa30781-349b-4372-95f0-6a7699896b99,"Down small my tonight magazine really both.",Closed,48,86.4545525,146.522253,2024-08-24,"South Mark"
1fc8a456-c6b8-446d-81e4-c1d265aff78e,"She maintain religious.","Under Investigation",29,-65.1796285,82.831587,2025-04-25,Cookberg
206f85bc-75d1-4c70-92b5-b6a78ad6fcf4,"Dark our child step central of.",Open,52,40.870609,-104.070006,2024-05-30,Griffithburgh
2087efe0-b13a-4ff5-9218-77759d8c1ed5,"Everything executive choice.",Open,39,-7.4866525,58.545412,2025-04-03,"South Jenniferland"
208e06b8-a432-4239-a4eb-916cd0a21ae7,"Child compare feeling animal.",Closed,4,-28.789255,174.338305,2025-02-12,Hodgemouth
21208ba4-65da-42a7-86c1-a544bcf02cd0,"Employee who treatment their upon.",Open,59,53.1578695,83.352461,2024-07-27,Calhounbury
21584552-9eef-4d90-9dc8-0b15032ab745,"Most explain central administration have investment my by.","Under Investigation",44,-15.242901,-110.918546,2025-04-26,"West Meredithhaven"
21703b95-ddef-4448-9d86-bcc216821307,"Final laugh avoid.",Open,49,68.846011,-178.158008,2024-11-13,Sheltonshire
2180ae9f-70b2-4737-9f49-3be0a7f8e8ba,"Central claim husband official decide speech easy.",Closed,60,-55.12711,147.67718,2024-12-23,Glendaton
2203865f-7177-4087-ad4e-73dbbc2df200,"Assume window in yes per.",Closed,84,-0.8298035,-66.778849,2025-02-24,"North James"
22a96b80-67c4-49ce-b63b-32db3afef0a1,"Field administration guy near community hope.",Open,27,-22.079358,-84.633996,2025-01-28,Steventon
2308fdfe-b170-4086-8bc1-75996441e28c,"Size source person as determine approach.",Closed,40,-48.1072335,-147.986822,2024-06-25,Allenburgh
231bb3e4-bc79-48cf-a68a-27f54d49760b,"Mr relationship without crime will whose wide.","Under Investigation",68,-6.7143305,-80.295434,2024-07-04,"West Chelsea"
23515320-3f03-4c3d-9ff5-ee5202818a9b,"Center expert few source take her than.",Open,53,86.9654505,6.223992,2024-12-04,Skinnerview
23ad5e05-4d10-4525-8056-c5d3bdf08e83,"Management thousand happen meeting yes game but.","Under Investigation",26,-65.616755,-36.202783,2024-09-21,"East Cassandrafort"
240fbd7c-fe09-43f2-bdb8-49d2bfeea134,"Relationship quality that service.",Open,39,-65.645086,-129.760749,2024-11-11,Rhondaview
244e1b19-1945-405e-829e-99e86540cbaf,"Technology board news along money own commercial.",Open,78,-64.646051,142.373742,2024-07-05,Martinezville
246e75cc-eb3d-4a9d-8fb2-b09fe5305513,"Keep standard wear throughout beautiful beyond buy.",Closed,4,-37.389669,130.676872,2025-03-16,"North Deannaton"
247c03a4-86d1-4d2e-bab6-3fd408388f81,"Degree close boy particular anyone hotel individual.","Under Investigation",44,-86.3270495,-6.447169,2025-03-08,"East Brittney"
24b80cfa-e495-4cbc-8b3a-0a29dada57c4,"Book show include relate TV.",Closed,36,-45.948596,20.250251,2025-02-19,"North Melanie"
24e353c9-b5db-449d-b009-f550b6d90fca,"World send after.","Under Investigation",19,7.5192285,7.348246,2025-01-10,"East Amy"
24ef8be8-1cde-4877-a874-238b8eb9ddcd,"Theory participant add situation bring little.",Closed,6,-41.0446445,-88.940443,2025-01-03,"East Danielchester"
251659c9-7140-470a-afa5-9e6e73dafa51,"Phone store up reach.",Closed,38,-84.788169,11.445483,2024-07-25,"South Courtneybury"
252c7a10-ec61-4416-811d-509bd2034339,"Range notice matter loss time would.",Closed,39,-49.773099,-39.493291,2024-06-28,Teresastad
2589fbd7-4dc7-4986-9818-7c9a7e03e42e,"Reveal number mother effect rock democratic account record.",Closed,51,-71.0005265,121.891523,2024-09-01,Hannahborough
25b9fade-2788-4292-b8c2-5d2af3769c13,"Travel add religious center little girl.","Under Investigation",50,-81.4096415,70.83073,2024-08-18,Zacharyton
25e7ff3d-fc18-4c96-902c-3a3c078ff50a,"Listen continue fine key game morning.","Under Investigation",41,5.6822075,-28.59807,2025-03-29,Barnesfort
25ed297d-615f-40df-9711-32308489abae,"Seem black street glass.",Closed,44,75.361833,78.716652,2024-11-26,Blairberg
26b147fb-1a0f-43b7-9bac-3728574d70ce,"Pretty hospital new why country stand.","Under Investigation",29,-55.384971,-122.715273,2025-01-07,Marthamouth
270ab90e-b0cf-46ed-8558-e13b2b45f900,"Business such coach.",Closed,65,64.6335605,-74.8563,2025-04-06,"East Rebeccaport"
2768901b-06e9-4b28-9f3b-88d8008b09f0,"Toward organization clear.",Closed,45,33.906677,129.463748,2024-11-16,Scottside
27c175fd-6d9b-4d28-a68c-9e7e65a2ef17,"Well student benefit create ahead save health.","Under Investigation",27,-47.919083,-34.528339,2024-11-23,Brandifort
281ee374-1e53-4aa8-a73a-d94d72840722,"Name last in claim too.","Under Investigation",54,77.5480485,-45.061394,2025-02-22,Samuelside
283e4a69-2480-44b9-abce-d061873f83cd,"Treatment operation but learn meet health doctor.",Open,58,51.031901,30.233303,2024-08-28,"West Andreburgh"
28467ea1-90c7-41e9-9e1f-be2ccf10e8bc,"Mouth statement discuss stop sort even want.","Under Investigation",85,5.850653,-162.287207,2025-03-10,Blackwellburgh
28650f18-deb7-438d-b15a-91c4a3876fd5,"Sometimes guy economic treatment court news.","Under Investigation",18,-5.6156185,-123.863912,2024-05-23,Angelatown
286fa123-a4fb-4d38-86d0-d4a1789c7d4d,"Money sort bed possible so industry light.",Open,48,-67.597807,-138.369757,2025-03-24,"New Emily"
28c5cdbb-2c39-4c1e-af4e-f1286846fcf7,"Concern do ability.",Closed,3,-18.2343445,21.566222,2024-12-03,"Port Stephenland"
28c87233-5e28-4df0-ae31-251021c4e927,"Enough recently appear.",Open,82,-70.5107825,-4.288006,2024-09-05,"West Ashley"
28fd116d-6b68-4e02-82b7-de2b9a4a5fe4,"Require better guess crime adult guy agency.",Closed,19,-23.8933995,-115.796139,2025-03-22,"North Kenneth"
2910c295-36eb-45e6-aca8-cc4d2ee168af,"Watch minute position information.",Closed,78,-63.355869,153.669592,2025-01-05,Floresland
298bca98-9335-4a06-b1a5-7de8dd57756e,"Increase be let appear find.","Under Investigation",9,-42.8212875,151.739611,2024-08-26,Craigfurt
29e3751b-80eb-4815-9bf9-f629a34629f9,"Fact article say rest phone.","Under Investigation",11,58.689479,134.105746,2024-12-19,"Port Richard"
29f7f664-18ce-4c90-ac04-cc3b03c04fb2,"Space night buy gun ago only in.","Under Investigation",87,85.250696,72.479455,2024-06-03,"Lake Dylan"
2a149b0e-0d40-4118-87a5-5a1bd98d22ed,"Way federal race material language feeling key.","Under Investigation",19,-65.404654,0.749572,2024-09-20,Kington
2a4e509c-55d6-457e-9e4c-e71064b61811,"Even almost thus happen.",Open,25,57.352119,-34.221784,2024-10-02,Lindsayborough
2a8cc394-e3ab-4f24-a556-213a50d654d9,"Eight collection child smile east.","Under Investigation",76,83.929852,-135.608735,2024-12-05,Marilynfurt
2a9a29fe-b870-4f74-a57e-71de1bec0f69,"Western through assume recognize simply understand loss since.",Open,74,72.139806,-175.830089,2024-12-16,Frenchhaven
2abd99c4-3c54-4fdd-b903-a7f6fb94d59e,"Hospital friend whose single.",Open,43,-39.47396,-94.417157,2025-05-07,"Lake Rhondaburgh"
2af709ec-2c1b-4f58-9976-8c494087c1c0,"Great second degree sound indeed.",Closed,88,-42.9252035,-157.502103,2025-01-06,"West Nathanmouth"
2b28d798-b034-4050-93b1-4439661d8d6e,"Region suggest price go real hotel.",Open,83,-32.1289005,-171.294179,2024-12-05,Emilyshire
2b904a9c-e98d-4913-a2cd-f81e7444deaa,"Certainly staff nearly be within fire these.",Closed,27,-77.1095395,-12.190872,2024-09-16,Josephborough
2b947782-9e19-49f7-9f0c-f0f7209c36ef,"Risk church year behavior over.",Closed,20,-23.9818565,-164.852561,2025-03-09,Rhondaburgh
2bbe8e46-bce2-463b-92fb-937b68666f98,"Mr customer part success.",Closed,52,-45.98416,-150.495192,2025-01-09,"New Christopherstad"
2be54dd5-0a78-478c-ba12-60cb951644bd,"Conference these address administration.","Under Investigation",68,-45.6937265,2.688353,2024-11-03,"East Katherineberg"
2c45d469-071a-49ef-a7e3-2bc31b5d1fe1,"Eat task fall crime provide alone site culture.","Under Investigation",79,-33.411942,137.813077,2024-06-21,"North Michaelchester"
2c8f65a0-5a5e-409a-886d-73a1156f08a0,"Give site color road mind appear have.",Closed,57,-26.575627,-5.254132,2024-12-16,"North Susan"
2cc34fb7-506a-46a6-a421-84193b71eef4,"Risk common tree present itself walk.",Closed,85,-36.229187,-65.467691,2025-01-13,Louishaven
2cce80c3-1819-4d6e-aa91-6c7076122963,"Even report debate.",Open,85,31.2372605,-72.55222,2025-01-08,"New Jacob"
2d2529f4-715c-4563-95ac-cfbcf03f39ac,"Future task about after yet.",Open,61,43.9769165,-25.829125,2024-08-10,Kathleenstad
2d35c87c-a0c3-47e8-802c-76fb950406b0,"Security national word difference.","Under Investigation",17,-27.6639075,16.115896,2024-06-13,"West Ryan"
2da14032-33ce-4f06-b20b-08c035739c7f,"Today game standard fast writer ahead beyond.",Closed,13,68.619303,129.388672,2025-05-17,Samanthashire
2dc1b301-7324-4b69-96cb-d6e31ee97ead,"Late rich decade yes history effort.",Open,76,39.0080625,26.686067,2025-02-19,Melvinmouth
2dd3f498-d407-4461-b635-93a4ef99e30d,"City boy drive accept show grow moment capital.","Under Investigation",38,26.548633,-36.535901,2024-05-23,Lewismouth
2e4c24d2-8487-4d1d-8722-17dbc6771f7c,"Thing main laugh station avoid.",Closed,56,69.839887,-76.745006,2025-03-04,Sullivanmouth
2e5d8754-941f-41ff-9916-849629fff8d8,"He radio financial turn effect age reveal great.",Closed,35,86.5832545,-35.183131,2024-07-20,"North Feliciaton"
